도로명주소
서울특별시 노원구 노원로1나길 10
서울특별시 노원구 덕릉로 859
서울특별시 노원구 동일로 1127
서울특별시 노원구 동일로243길 57
서울특별시 노원구 동일로186길 3-24
서울특별시 노원구 상계로 118
서울특별시 노원구 상계로 190
서울특별시 노원구 석계로 93
서울특별시 노원구 월계로 319
서울특별시 도봉구 마들로 656
서울특별시 도봉구 덕릉로 247
서울특별시 도봉구 덕릉로62길 89
서울특별시 도봉구 도봉로 552
서울특별시 도봉구 도봉로120길 16
서울특별시 도봉구 도봉로169나길 22
서울특별시 도봉구 마들로 668
서울특별시 도봉구 마들로11길 77
서울특별시 도봉구 시루봉로17길 42
서울특별시 도봉구 우이천로4길 24-5
서울특별시 도봉구 창1동 657-37
서울특별시 동대문구 이문로 16길19
서울특별시 동대문구 답십리로65길 124-5
서울특별시 동대문구 망우로12길 33
서울특별시 동대문구 서울시립대로4길 75
서울특별시 동대문구 약령시로5길 22
서울특별시 동대문구 전농로27길 42
서울특별시 동대문구 제기로33길 25
서울특별시 동대문구 천호대로 145
서울특별시 동대문구 한천로18길 48
서울특별시 동대문구 회기로10길 60
서울특별시 동대문구 회기로25길 31
서울특별시 동대문구 휘경로 23
서울특별시 동작구 노량진로 10
서울특별시 동작구 사당로20길 132
서울특별시 동작구 국사봉8길 47
서울특별시 동작구 남부순환로 2081
서울특별시 동작구 노량진로 169
서울특별시 동작구 동작대로 73
서울특별시 동작구 만양로 76
서울특별시 동작구 사당로8길 9
서울특별시 동작구 상도로15바길 5
서울특별시 동작구 상도로37길 76
서울특별시 동작구 상도로53길 9
서울특별시 동작구 성대로2길 11
서울특별시 동작구 신대방1나길 26
서울특별시 동작구 장승배기로 161
서울특별시 마포구 독막로 165
서울특별시 마포구 매봉산로2길 16
서울특별시 마포구 신촌로26길 10
서울특별시 마포구 월드컵로31길 18
서울특별시 마포구 잔다리로7길 31
서울특별시 마포구 대흥로20길 28
서울특별시 마포구 도화길 37
서울특별시 마포구 독막로 192
서울특별시 마포구 동교로41길 36
서울특별시 마포구 성미산로17길 79
서울특별시 마포구 성산로 4길 15
서울특별시 마포구 성암로 197
서울특별시 마포구 월드컵북로30길 22
서울특별시 마포구 잔다리로6길 11
서울특별시 서대문구 명지대5길 10-8
서울특별시 서대문구 증가로10길 16-15
서울특별시 서대문구  증가로4길 8-45
서울특별시 서대문구 가좌로 154
서울특별시 서대문구 거북골로 45
서울특별시 서대문구 모래내로 334
서울특별시 서대문구 봉원사2길 13
서울특별시 서대문구 북아현로 24
서울특별시 서대문구 북아현로22길 38
서울특별시 서대문구 세검정로4길 32
서울특별시 서대문구 연희로 189
서울특별시 서대문구 포방터길 28
서울특별시 서대문구 홍은중앙로 85
서울특별시 서초구 남부순환로 2610
서울특별시 서초구 남부순환로59길 8
서울특별시 서초구 강남대로12길 44
서울특별시 서초구 강남대로83길 55
서울특별시 서초구 방배로 173
서울특별시 서초구 언남10길 48
서울특별시 서초구 주흥3길 34
서울특별시 서초구 청두곶길 36
서울특별시 성동구 광나루로 4가길 23
서울특별시 성동구 둘레길 47-5
서울특별시 성동구 무학봉길 48
서울특별시 성동구 성덕정길 115
서울특별시 성동구 신림로36길 12-10
서울특별시 성동구 용답 29길 22
서울특별시 성동구 고산자로10길 9
서울특별시 성동구 무수막길 69
서울특별시 성동구 사근동길 37
서울특별시 성동구 왕십리로 89
서울특별시 성동구 왕십리로21라길 11
서울특별시 성북구 지봉로24길 26
서울특별시 성북구  화랑로 296
서울특별시 성북구 보문로30가길 41-6
서울특별시 성북구 북악산로31길 8
서울특별시 성북구 삼양로 20
서울특별시 성북구 아리랑로 82
서울특별시 성북구 장위로 61
서울특별시 성북구 한천로 660-9
서울특별시 송파구 백제고분로 238
서울특별시 송파구 오금로46길 55
서울특별시 송파구 거마로2길 19
서울특별시 송파구 동남로 116
서울특별시 송파구 마천로 17
서울특별시 송파구 마천로 287
서울특별시 송파구 백제고분로32길 41
서울특별시 송파구 백제고분로37길 16
서울특별시 송파구 백제고분로42길 5
서울특별시 송파구 새말로19길 6
서울특별시 송파구 오금로53길 32
서울특별시 양천구 월정로 48
서울특별시 양천구 남부순환로54길 5
서울특별시 양천구 목동중앙남로16나길 55
서울특별시 양천구 목동중앙로3길 21
서울특별시 양천구 목동중앙본로 73
서울특별시 양천구 목동중앙본로7가길 11
서울특별시 양천구 오목로34길 5
서울특별시 양천구 중앙로 250
서울특별시 양천구 지양로 47
서울특별시 양천구 화곡로4길 10
서울특별시 영등포구 대방천로 193
서울특별시 영등포구 당산로29길 9
서울특별시 영등포구 대림로23가길 5
서울특별시 영등포구 도신로 27
서울특별시 영등포구 도영로22길 36
서울특별시 영등포구 도영로7길 10
서울특별시 영등포구 버드나루로15길 10
서울특별시 영등포구 신길로40길 5
서울특별시 영등포구 신길로61길 17
서울특별시 영등포구 신풍로 1
서울특별시 영등포구 여의대방로43길 10
서울특별시 영등포구 영등포로84길 24-5
서울특별시 용산구 효창원로 146-12
서울특별시 용산구 녹사평대로 150
서울특별시 용산구 두텁바위로 25
서울특별시 용산구 백범로 329
서울특별시 용산구 신흥로 90
서울특별시 용산구 이태원로 224-19
서울특별시 용산구 장문로 95
서울특별시 용산구 효창원로 161
서울특별시 용산구 효창원로86길 33
서울특별시 은평구 백련산로4길 16
서울특별시 은평구 통일로89길 6-20
서울특별시 은평구 갈현로 195
서울특별시 은평구 갈현로 301
서울특별시 은평구 갈현로17길 10
서울특별시 은평구 불광로 129
서울특별시 은평구 연서로 59
서울특별시 은평구 연서로34길 11
서울특별시 은평구 은평로 245
서울특별시 은평구 은평로 38
서울특별시 은평구 은평터널로7가길 8
서울특별시 은평구 증산로5길 6
서울특별시 종로구 종로65길 10
서울특별시 종로구 성균관로1길 6-3
서울특별시 종로구 자하문로19길 36
서울특별시 종로구 지봉로 86
서울특별시 종로구 지봉로5길 7-5
서울특별시 중구 동호로 11나길 47
서울특별시 중구 다산로8길 32
서울특별시 중구 동호로 241
서울특별시 중구 동호로15길 60 
서울특별시 중구 동호로17길 270
서울특별시 중구 동호로8다길 22
서울특별시 중구 장충동2가 192-129
서울특별시 중구 퇴계로20길 3
서울특별시 중랑구 동일로 114길 10
서울특별시 중랑구 겸재로61길 40
서울특별시 중랑구 동일로 619
서울특별시 중랑구 면목로 246
서울특별시 중랑구 면목로 397
